Area,BHK,Bathroom,Location,Price
1588,3,3,Porbandar,8617594
673,5,3,Ahmedabad,6875416
4537,1,1,Gandhinagar,18854567
4871,1,4,Rajkot,23511378
4988,3,4,Nadiad,19679680
4405,2,1,Bhavnagar,18356395
3223,5,2,Surat,15635588
4090,1,4,Ahmedabad,16931618
859,1,2,Junagadh,5359024
4492,2,3,Jamnagar,18725113
3762,5,1,Gandhinagar,18227392
4383,5,3,Surat,17684469
1157,3,1,Gandhinagar,9435539
1687,2,3,Ahmedabad,10726965
2820,3,3,Vadodara,14743288
4396,1,4,Surat,18695610
4067,1,3,Rajkot,19345364
1481,3,3,Anand,8882788
2054,4,1,Porbandar,11475502
4624,2,2,Junagadh,15918900
2388,2,4,Gandhinagar,13258244
835,3,2,Surat,6914404
4509,1,1,Vadodara,17983723
3811,2,1,Vadodara,14709952
1803,1,2,Junagadh,9964390
4741,4,2,Gandhinagar,24338164
2807,5,3,Jamnagar,14749698
4157,3,3,Bhavnagar,14809641
3553,4,2,Ahmedabad,18289829
2630,2,3,Jamnagar,13419530
4287,5,3,Vadodara,21739362
4465,2,4,Gandhinagar,18374059
1601,2,2,Rajkot,9196894
760,5,4,Junagadh,5053973
1559,5,4,Rajkot,8393370
2851,4,3,Anand,15296972
3839,2,4,Ahmedabad,16322831
4572,4,2,Rajkot,19773329
2558,2,3,Anand,10850770
809,5,4,Bhavnagar,6105401
4031,2,1,Anand,19480059
4321,4,4,Ahmedabad,19586278
2246,2,2,Anand,11124199
2221,5,4,Vadodara,12290610
688,5,3,Gandhinagar,7248613
4515,3,3,Surat,17004558
2563,5,3,Nadiad,11009376
3270,3,2,Anand,14906568
2301,1,1,Junagadh,10989204
3031,4,4,Gandhinagar,15138362
3746,5,4,Junagadh,18280250
2256,3,2,Nadiad,12326319
1330,1,4,Bhavnagar,6956213
2270,4,1,Junagadh,10373978
3253,4,2,Rajkot,14355285
1162,1,2,Anand,6825505
1323,3,3,Gandhinagar,9368672
1622,3,2,Anand,8598934
1143,5,3,Anand,7429704
2379,1,2,Jamnagar,12633200
2171,3,1,Gandhinagar,13437671
2430,1,1,Rajkot,11976131
1328,5,3,Rajkot,7542333
773,2,4,Jamnagar,5955327
826,4,1,Rajkot,6659287
3833,3,2,Junagadh,18131772
1020,3,1,Nadiad,7260580
4611,3,2,Vadodara,21210032
3663,1,1,Gandhinagar,18595142
2796,2,4,Junagadh,11924701
1310,3,1,Jamnagar,7167587
717,2,1,Junagadh,4695451
3293,4,2,Ahmedabad,15115308
3220,4,2,Nadiad,14356387
3616,4,2,Rajkot,16902548
1764,2,4,Rajkot,10093960
4975,2,4,Nadiad,19420641
4760,3,2,Ahmedabad,19308647
3384,4,1,Nadiad,16981150
4883,1,4,Gandhinagar,24329140
3448,1,2,Nadiad,15061430
1802,2,1,Vadodara,10409178
3936,1,4,Gandhinagar,17677649
3571,3,3,Surat,15205538
2208,5,3,Bhavnagar,10260627
1951,5,1,Bhavnagar,9964079
3730,1,3,Nadiad,16412400
1362,2,4,Surat,8656119
4151,3,3,Gandhinagar,17827247
2561,3,3,Vadodara,13615376
1265,2,1,Gandhinagar,9662791
2102,2,2,Rajkot,11192150
2574,1,1,Nadiad,11918051
4312,4,4,Surat,21234049
1489,1,2,Jamnagar,7627869
4194,4,3,Anand,18634557
4833,3,3,Jamnagar,17540290
661,3,3,Vadodara,6186089
1449,4,4,Vadodara,9071100
1335,1,4,Anand,8558839
4665,5,4,Anand,17361420
1085,5,3,Jamnagar,6662818
4669,4,1,Nadiad,17617175
3172,3,2,Jamnagar,15619777
3330,5,4,Jamnagar,12657086
4096,5,2,Bhavnagar,15640259
1275,3,4,Jamnagar,7820535
2415,1,1,Gandhinagar,11992959
4542,4,3,Surat,16938411
4946,4,3,Bhavnagar,23506483
3334,5,2,Gandhinagar,15665117
942,4,1,Vadodara,7238816
3591,1,1,Gandhinagar,19483167
849,1,1,Bhavnagar,5950635
3958,5,1,Jamnagar,19275365
2640,3,3,Junagadh,12407071
2255,2,3,Junagadh,9990590
1484,4,4,Bhavnagar,7039740
3576,1,4,Gandhinagar,19203008
1555,3,3,Jamnagar,7414637
4925,3,2,Vadodara,22686149
892,1,3,Bhavnagar,5678957
4651,4,3,Junagadh,19511725
1422,2,3,Vadodara,9489831
4673,3,3,Nadiad,20008181
1900,4,3,Ahmedabad,12334791
1266,3,1,Gandhinagar,9927560
3965,5,2,Surat,20118825
3145,1,2,Anand,16458691
1178,2,1,Surat,8382231
4003,4,4,Surat,15618143
1724,4,1,Bhavnagar,9725413
4198,4,1,Rajkot,19416193
2830,4,2,Vadodara,13483649
4851,2,2,Junagadh,20781621
3208,4,2,Gandhinagar,18098306
624,3,4,Ahmedabad,6928994
3938,1,4,Bhavnagar,17609823
4097,1,2,Rajkot,15139969
2945,5,4,Jamnagar,12213115
2076,2,4,Bhavnagar,9072246
3860,2,1,Nadiad,17399841
2140,3,3,Vadodara,10519578
3952,4,1,Junagadh,18937654
4199,5,4,Junagadh,17036695
4728,4,3,Junagadh,21496099
3144,1,2,Surat,13043693
3210,2,1,Gandhinagar,15030990
1131,3,1,Gandhinagar,9530935
4406,4,3,Surat,18988943
2476,3,4,Jamnagar,10213676
732,3,3,Ahmedabad,6974805
1341,2,2,Bhavnagar,6933542
1248,5,4,Bhavnagar,6713548
3797,2,1,Ahmedabad,15852522
1396,1,4,Gandhinagar,8901829
1642,5,3,Surat,8829670
1134,3,2,Ahmedabad,8794743
4956,3,2,Nadiad,17935904
1497,3,1,Rajkot,7424522
4447,1,4,Jamnagar,18914675
2215,3,2,Jamnagar,11672110
1470,4,4,Ahmedabad,8799772
2902,4,3,Bhavnagar,12791082
1700,5,3,Surat,11011409
4770,3,1,Jamnagar,21744242
855,2,2,Anand,7067414
4519,3,3,Vadodara,19389258
1828,3,4,Gandhinagar,10328398
2992,3,3,Junagadh,14071016
4340,4,4,Junagadh,17394911
2047,2,4,Vadodara,10843353
1971,1,4,Anand,11651279
2626,4,1,Vadodara,12766014
2564,5,4,Rajkot,13677179
2423,4,4,Nadiad,12661013
1944,3,2,Vadodara,10255427
728,2,1,Vadodara,6209504
1055,4,4,Ahmedabad,8198520
3988,1,2,Junagadh,18374156
3530,3,1,Ahmedabad,15921245
4651,2,1,Bhavnagar,18690883
3572,1,3,Ahmedabad,15208033
3470,1,1,Vadodara,13573369
3377,4,1,Junagadh,15463396
4836,5,1,Bhavnagar,19013656
1192,5,2,Gandhinagar,9112878
2363,2,3,Jamnagar,9625542
1416,3,4,Junagadh,7820764
3914,2,3,Nadiad,14954972
3837,3,3,Surat,16861062
4594,3,1,Jamnagar,20436797
4378,5,2,Jamnagar,16034431
2970,4,2,Anand,15691157
1972,5,4,Vadodara,10015288
1524,4,1,Ahmedabad,9035973
2080,4,2,Junagadh,8954910
2892,2,2,Anand,15602175
3746,3,4,Ahmedabad,18263751
699,3,2,Vadodara,6492608
2080,2,3,Nadiad,11026001
1863,4,2,Bhavnagar,9772519
4872,2,4,Junagadh,19149299
893,1,4,Bhavnagar,6148733
2497,4,3,Nadiad,12483026
1262,4,1,Gandhinagar,8998912
1649,1,1,Vadodara,10195671
761,4,1,Anand,5659742
4035,4,4,Nadiad,15692231
3649,1,2,Gandhinagar,19195081
3113,1,1,Gandhinagar,15691557
1367,5,2,Vadodara,8290746
985,1,4,Surat,7575308
2248,2,2,Rajkot,10678485
3328,5,1,Vadodara,15189049
1766,3,1,Gandhinagar,11675804
3245,1,1,Surat,15905896
1345,3,2,Rajkot,8207898
877,2,4,Junagadh,5464169
3877,1,2,Surat,17218462
1679,4,1,Jamnagar,9550661
3133,5,1,Surat,13469354
1691,4,4,Surat,10758256
4921,2,4,Surat,23920659
2943,4,3,Gandhinagar,15652705
550,3,4,Junagadh,4520347
1684,5,3,Junagadh,9652730
2212,1,4,Vadodara,12399494
1531,4,4,Ahmedabad,10311720
2696,4,2,Anand,11206946
2812,2,1,Nadiad,14450552
3375,1,1,Gandhinagar,16771752
3898,2,2,Jamnagar,16992394
4299,1,4,Junagadh,15893520
1224,5,2,Surat,8218013
4132,3,3,Vadodara,18935769
3646,5,1,Jamnagar,15357075
4904,2,1,Ahmedabad,20233332
1869,4,1,Ahmedabad,9951333
525,5,2,Vadodara,5985474
4756,2,2,Anand,17951784
867,2,2,Nadiad,6793494
1818,3,4,Rajkot,8425215
3795,1,1,Bhavnagar,14565803
1551,4,3,Vadodara,9331584
690,5,4,Bhavnagar,4857830
2339,2,2,Nadiad,10412100
3578,5,2,Ahmedabad,15192441
564,5,2,Anand,5133320
992,3,1,Bhavnagar,5788305
2108,3,4,Vadodara,12241768
4123,5,1,Ahmedabad,16282725
1440,2,1,Jamnagar,8525876
4400,5,1,Rajkot,15876388
3805,4,2,Surat,18176922
1260,3,1,Junagadh,6314010
1145,5,2,Bhavnagar,6138552
3229,5,2,Ahmedabad,15813000
676,4,2,Rajkot,5927372
1710,4,1,Surat,10232975
4938,3,1,Rajkot,21404299
3390,2,1,Rajkot,12798294
2156,5,3,Junagadh,11264847
4611,5,2,Surat,21965866
2114,1,2,Bhavnagar,10324565
4977,4,1,Vadodara,20208219
2968,3,2,Vadodara,12427778
717,3,2,Anand,5817075
1995,3,1,Gandhinagar,11175340
1045,4,4,Gandhinagar,8143473
1404,4,4,Rajkot,9037483
3624,3,4,Ahmedabad,14913987
4036,1,2,Bhavnagar,18500469
3275,1,3,Anand,14862558
2488,4,3,Vadodara,13186756
3853,2,3,Gandhinagar,19631486
4233,1,3,Jamnagar,18767704
2162,5,3,Rajkot,11984380
1933,3,4,Surat,10848492
2332,2,2,Anand,10399730
2228,4,3,Bhavnagar,12142652
3861,4,3,Gandhinagar,20737556
2617,2,1,Nadiad,13917223
1621,4,3,Vadodara,8838581
1181,4,4,Jamnagar,6743308
4669,2,2,Jamnagar,17064469
513,3,1,Rajkot,4654166
2772,3,1,Rajkot,14457147
1011,2,1,Junagadh,6749751
4325,5,3,Jamnagar,15764832
2146,4,4,Surat,12737290
691,2,3,Junagadh,5272780
801,4,3,Rajkot,6462766
970,3,3,Anand,6827629
3730,4,3,Surat,18522047
567,2,2,Jamnagar,4837907
1527,3,2,Jamnagar,8933090
3871,1,4,Nadiad,16219014
1178,2,4,Anand,6851477
1736,3,4,Gandhinagar,10888117
4704,3,4,Bhavnagar,21454793
3749,2,3,Rajkot,15775795
681,5,4,Rajkot,5380897
2690,3,3,Ahmedabad,13290334
757,5,4,Jamnagar,5202245
819,3,4,Surat,7443847
682,1,1,Gandhinagar,6942055
3873,2,3,Ahmedabad,20239448
1038,3,4,Surat,7696655
4829,5,3,Vadodara,20947785
4566,2,3,Surat,23265539
4106,1,4,Nadiad,18252857
1794,1,3,Vadodara,10581235
830,4,3,Anand,6435818
3012,4,2,Nadiad,15563407
4391,3,3,Surat,20145250
3972,4,4,Gandhinagar,16711974
4281,4,2,Rajkot,17275962
1532,5,3,Gandhinagar,9566680
4001,3,2,Bhavnagar,17504685
869,5,2,Jamnagar,6121817
1161,5,2,Anand,7145151
3637,4,1,Junagadh,15233999
4722,3,4,Anand,21076370
2335,1,2,Vadodara,11005159
782,5,1,Nadiad,5978918
3845,5,2,Anand,18522756
608,4,2,Junagadh,4324153
1043,3,2,Vadodara,7277850
2562,1,4,Vadodara,12207012
1235,2,1,Surat,7998654
4609,2,4,Nadiad,16373880
724,3,4,Rajkot,6132200
3353,3,1,Vadodara,16756530
1689,2,3,Nadiad,8456041
2686,1,3,Nadiad,12944298
4595,2,4,Nadiad,22439640
1871,2,3,Surat,11766589
3234,1,1,Nadiad,13833376
739,3,4,Vadodara,6300485
3203,4,3,Surat,16446649
649,3,1,Junagadh,5179778
3532,1,3,Gandhinagar,16453436
971,2,4,Ahmedabad,8226260
4095,4,2,Nadiad,17731755
4994,4,4,Jamnagar,20592655
3220,1,2,Rajkot,13036639
1246,4,3,Junagadh,6250359
726,4,2,Rajkot,6106768
849,4,3,Ahmedabad,7551253
3463,3,3,Nadiad,13995069
2727,5,4,Ahmedabad,14561465
1856,1,3,Nadiad,9285932
4860,2,3,Junagadh,22596543
2508,1,4,Rajkot,11172329
3193,1,3,Vadodara,15132637
2310,4,2,Rajkot,12546240
1902,5,3,Nadiad,9287304
4068,1,4,Gandhinagar,17556988
948,4,3,Anand,6329790
1607,5,3,Gandhinagar,11291066
2255,4,4,Anand,10220447
4955,3,1,Rajkot,23151528
2472,2,3,Surat,14053327
2813,3,4,Gandhinagar,16073919
1454,2,1,Anand,8777222
1994,1,3,Ahmedabad,11651277
4381,2,3,Anand,18510609
4425,1,2,Ahmedabad,21410721
4535,4,3,Vadodara,16558060
3386,2,2,Jamnagar,16620549
4263,5,4,Jamnagar,19170588
3145,1,2,Ahmedabad,13688249
1888,3,3,Ahmedabad,10055578
4919,2,3,Anand,22450682
4689,4,2,Jamnagar,22193747
2963,2,3,Jamnagar,14677660
2169,4,4,Ahmedabad,11466183
1778,2,2,Rajkot,9359618
4773,4,1,Junagadh,19850236
2908,5,3,Rajkot,14935451
3182,4,3,Bhavnagar,14844601
2251,5,4,Anand,10113297
2222,4,3,Anand,12641658
3825,1,1,Rajkot,18863391
2481,3,4,Gandhinagar,11766426
1922,5,1,Rajkot,10843526
1566,2,1,Anand,8495343
783,2,1,Anand,6103699
2186,1,2,Bhavnagar,10902163
807,3,2,Surat,7151323
2354,5,1,Jamnagar,12374211
4151,4,4,Ahmedabad,18993322
3986,3,3,Ahmedabad,17529488
4887,3,2,Anand,19271630
3469,4,1,Rajkot,17718763
2072,3,3,Jamnagar,10410905
4103,5,2,Surat,19235162
4739,3,3,Anand,23260223
1147,5,4,Rajkot,6633324
3393,3,4,Ahmedabad,16560857
712,2,4,Nadiad,5496627
3250,4,4,Jamnagar,16349672
4275,4,2,Junagadh,14771016
4838,2,3,Surat,22784727
3246,3,4,Ahmedabad,17943934
1550,5,1,Nadiad,7982603
4691,5,1,Bhavnagar,21632628
1667,4,1,Anand,8853276
2093,5,4,Anand,11428439
3840,4,2,Ahmedabad,15908825
4349,3,3,Gandhinagar,21506529
4080,2,3,Jamnagar,14825573
2143,3,3,Rajkot,9678897
2055,4,4,Vadodara,12136017
4331,3,3,Ahmedabad,19689779
4108,3,1,Ahmedabad,20317176
3946,2,2,Junagadh,14689191
4104,2,3,Bhavnagar,16641166
3201,1,1,Vadodara,15817605
1903,2,2,Surat,11513376
3826,2,4,Anand,14295711
2658,2,2,Nadiad,14039759
926,3,2,Gandhinagar,8649668
4930,3,2,Jamnagar,23472344
2580,3,1,Jamnagar,11743083
1762,4,1,Junagadh,8831367
4428,1,1,Nadiad,17633969
1216,1,2,Ahmedabad,8326288
2472,3,2,Bhavnagar,12613832
2693,4,1,Nadiad,13797497
2232,3,1,Ahmedabad,12366475
3969,4,3,Surat,20018250
1994,3,1,Junagadh,8500210
3032,3,4,Jamnagar,11961950
959,2,1,Vadodara,6529264
4810,2,1,Vadodara,17619268
2278,2,1,Ahmedabad,11019968
2581,4,2,Gandhinagar,14069235
1240,3,4,Nadiad,7895666
1609,1,4,Ahmedabad,10929680
532,3,2,Gandhinagar,6395751
1370,2,4,Nadiad,7504818
1858,2,2,Rajkot,10808113
4455,2,4,Rajkot,18231301
1779,4,1,Ahmedabad,9769853
1299,3,2,Surat,7955085
3085,3,4,Anand,14023279
3905,3,1,Jamnagar,14559205
3159,5,2,Jamnagar,13988093
1566,3,3,Rajkot,8671500
2195,1,3,Surat,11985466
2665,5,1,Rajkot,11143243
4766,3,1,Nadiad,18557128
4653,1,4,Vadodara,17796901
1894,1,3,Rajkot,8744978
4913,1,2,Rajkot,21645512
3753,5,2,Jamnagar,18361226
2079,2,3,Surat,11558201
3367,5,1,Jamnagar,16119627
3165,4,1,Nadiad,13387099
733,4,1,Jamnagar,6008513
2051,4,4,Anand,12031745
1750,3,4,Vadodara,9816224
836,3,4,Nadiad,6179103
4361,1,3,Junagadh,14918662
3809,3,3,Vadodara,15204491
1122,1,3,Vadodara,7586066
679,3,4,Nadiad,5563602
1312,1,1,Rajkot,7268471
4496,1,1,Gandhinagar,20386338
1550,1,1,Anand,8640129
1928,5,1,Ahmedabad,11372101
560,5,2,Bhavnagar,4853237
2553,4,2,Nadiad,11704194
2597,3,4,Rajkot,11393253
3690,5,2,Vadodara,19250153
3479,3,2,Gandhinagar,16903547
1996,2,4,Jamnagar,10952752
2443,5,3,Nadiad,12143577
3142,2,3,Vadodara,14643494
3141,2,2,Gandhinagar,13898457
1728,4,1,Anand,9738116
2752,4,1,Anand,12427133
3144,3,1,Surat,16411445
1470,4,4,Nadiad,8355904
3668,5,3,Surat,16712670
4708,5,1,Ahmedabad,18282976
1056,3,1,Vadodara,6925515
1517,5,1,Ahmedabad,10619304
882,5,3,Anand,6569394
2062,1,2,Junagadh,10468888
3066,5,1,Ahmedabad,15091501
2292,2,1,Anand,10272664
2684,2,3,Bhavnagar,11769391
2133,1,1,Rajkot,10351557
3673,2,3,Vadodara,16822279
2311,2,4,Ahmedabad,11946511
1762,2,2,Ahmedabad,10727631
2582,4,4,Vadodara,14245587
4324,5,1,Gandhinagar,22341737
4284,4,2,Ahmedabad,18425178
1864,1,4,Nadiad,10376414
3013,2,3,Gandhinagar,15441249
3473,1,1,Gandhinagar,17410050
3242,5,2,Vadodara,14878793
4363,2,4,Gandhinagar,18783744
2519,1,2,Nadiad,11724398
3530,2,2,Ahmedabad,15855919
1901,1,2,Anand,9286422
3475,2,3,Ahmedabad,14339869
760,2,1,Junagadh,5544730
1995,2,2,Ahmedabad,11988361
3590,3,2,Jamnagar,16965200
2635,4,4,Ahmedabad,14005565
585,5,3,Bhavnagar,4745998
559,4,4,Vadodara,5547076
1403,4,1,Jamnagar,7142226
2946,5,4,Ahmedabad,12800634
696,2,2,Ahmedabad,6778878
4011,5,4,Gandhinagar,20941244
505,4,4,Ahmedabad,6073874
997,2,1,Vadodara,7313742
3861,4,2,Jamnagar,18998439
2081,3,2,Junagadh,8647293
4915,5,3,Jamnagar,19972317
4182,4,1,Junagadh,19456499
3278,3,1,Ahmedabad,14556076
542,2,4,Surat,6299673
1436,3,3,Junagadh,7936672
3713,4,1,Junagadh,17483681
1207,2,3,Surat,7806213
1877,4,1,Junagadh,8154205
1335,5,1,Anand,7402565
4074,1,4,Gandhinagar,18004435
4463,1,4,Surat,22197965
4568,4,4,Anand,20917988
1055,4,3,Anand,7300583
891,3,1,Gandhinagar,7359836
2306,2,3,Bhavnagar,12005136
4366,3,4,Junagadh,16913220
3267,3,2,Surat,14270579
2663,5,2,Vadodara,13652923
3822,5,4,Junagadh,17732056
1918,1,4,Junagadh,10095273
958,5,4,Junagadh,6033891
3779,2,4,Surat,18129025
2948,5,3,Junagadh,11890086
3449,5,2,Gandhinagar,16428067
3989,4,4,Bhavnagar,16831369
2742,4,4,Surat,15269978
1629,2,2,Ahmedabad,9454387
3024,5,1,Nadiad,15029114
1784,4,1,Vadodara,11089290
1251,3,3,Anand,8063010
4470,4,3,Surat,22038838
694,4,3,Rajkot,5670854
1177,5,1,Gandhinagar,9304765
2310,3,1,Bhavnagar,10436070
3027,5,4,Ahmedabad,13719711
1035,1,2,Bhavnagar,5740176
1687,5,1,Nadiad,9421605
4341,3,2,Bhavnagar,18129846
3676,2,2,Junagadh,16901894
3483,5,1,Bhavnagar,16383419
2408,5,4,Bhavnagar,10141680
2497,5,2,Vadodara,12271404
2374,3,4,Gandhinagar,12661828
4379,4,4,Ahmedabad,18422641
650,5,1,Ahmedabad,6851168
684,5,1,Gandhinagar,6734314
3071,1,2,Rajkot,15371354
3518,5,2,Vadodara,18359751
2836,4,1,Ahmedabad,13501029
991,2,2,Rajkot,7118474
792,5,1,Jamnagar,6049561
4326,1,1,Gandhinagar,20299566
3731,2,1,Surat,17112995
1181,1,2,Ahmedabad,8716513
4635,2,1,Junagadh,16978220
1678,3,4,Gandhinagar,11410532
3158,3,1,Jamnagar,13642705
3158,3,3,Gandhinagar,16747319
4285,5,4,Surat,19252710
1766,4,2,Anand,9112569
4415,2,4,Surat,22734745
2732,5,3,Nadiad,13846124
1509,5,4,Jamnagar,7827408
518,4,3,Vadodara,5594663
3396,4,2,Ahmedabad,16475066
2213,2,2,Anand,11389231
1468,1,4,Rajkot,9058827
2146,3,1,Ahmedabad,12923313
986,5,1,Surat,7661048
920,3,4,Surat,7501671
3270,1,4,Ahmedabad,14810139
3793,3,4,Nadiad,17414819
934,1,1,Vadodara,6496235
974,4,3,Nadiad,7212515
1990,2,4,Vadodara,10009869
4369,3,2,Surat,18237226
1469,5,4,Surat,10042279
1010,4,2,Junagadh,6391409
2631,2,3,Ahmedabad,15085258
3495,2,4,Jamnagar,13397142
3761,5,3,Nadiad,14021716
2352,4,1,Surat,13671241
4346,5,3,Rajkot,20702670
3675,2,2,Anand,18881045
2294,5,2,Jamnagar,9891437
603,2,3,Anand,5515646
804,4,3,Bhavnagar,6008103
4195,5,2,Nadiad,16512315
4787,1,4,Gandhinagar,23471843
3948,3,2,Rajkot,16722503
3692,5,1,Vadodara,15039259
2818,2,2,Ahmedabad,13485117
4496,1,1,Nadiad,21998922
1781,2,4,Surat,10322909
3858,3,4,Anand,16965895
4927,2,4,Junagadh,22775246
960,3,4,Rajkot,6227885
4589,3,1,Gandhinagar,18551062
3381,3,2,Jamnagar,13649187
3130,1,4,Vadodara,13522783
3440,1,2,Ahmedabad,16089179
651,4,3,Ahmedabad,7201110
2371,3,2,Bhavnagar,12422490
3754,4,4,Ahmedabad,15650331
2806,1,2,Junagadh,11640477
3472,4,2,Junagadh,16753008
1210,2,4,Bhavnagar,7794031
734,1,3,Surat,7000537
2163,3,2,Nadiad,10234430
947,4,4,Ahmedabad,7391199
2995,5,3,Anand,13719508
1751,4,1,Ahmedabad,9514132
2972,3,3,Jamnagar,15222182
4688,1,2,Nadiad,18361763
2630,5,1,Ahmedabad,14228701
1261,1,4,Jamnagar,7113551
1322,5,4,Nadiad,8780696
2950,2,4,Nadiad,14781246
1749,2,4,Vadodara,9724346
3677,5,1,Gandhinagar,20119365
2589,3,3,Surat,13931380
4515,1,4,Bhavnagar,20993340
4612,5,2,Bhavnagar,21399317
525,3,1,Bhavnagar,4981324
2188,4,2,Jamnagar,10118004
977,4,2,Gandhinagar,8190693
944,1,3,Jamnagar,6566644
3171,3,2,Rajkot,12606248
1523,2,2,Junagadh,7301960
661,2,1,Ahmedabad,6997045
3844,1,2,Nadiad,15683845
3421,4,3,Bhavnagar,14157087
860,2,3,Gandhinagar,7582936
2685,4,3,Anand,12924227
2060,5,4,Anand,11389256
827,1,2,Nadiad,6419544
1463,5,3,Vadodara,8985348
4108,1,3,Anand,17189541
583,4,4,Rajkot,5334174
1441,4,4,Vadodara,8865494
783,3,3,Ahmedabad,6719904
935,3,1,Gandhinagar,8153358
2487,4,4,Bhavnagar,12556773
4304,1,1,Gandhinagar,19267129
776,3,1,Vadodara,6687805
1876,5,2,Junagadh,8893039
2800,5,1,Gandhinagar,14591192
3314,3,4,Vadodara,14849960
2113,3,2,Vadodara,10684094
3839,4,3,Bhavnagar,17652258
3728,1,1,Ahmedabad,15736506
3951,4,4,Anand,15164454
1297,4,2,Jamnagar,7057389
2827,2,3,Ahmedabad,14572252
4078,2,4,Gandhinagar,18742472
4813,3,2,Nadiad,18347670
3109,3,1,Anand,15065505
4584,2,4,Jamnagar,16309897
1132,1,4,Bhavnagar,6191266
715,5,3,Gandhinagar,7054715
3552,1,2,Nadiad,17450719
4756,3,2,Surat,21928903
3499,1,4,Jamnagar,14103541
1759,3,4,Anand,10516151
3902,3,3,Gandhinagar,20809470
4754,3,3,Gandhinagar,20756671
4794,5,1,Rajkot,19106978
1882,3,4,Nadiad,9869087
4287,4,2,Surat,19969722
4404,1,1,Anand,17894474
4097,5,4,Gandhinagar,19838704
604,1,2,Jamnagar,4983369
3431,3,3,Jamnagar,13398357
2976,5,1,Junagadh,12639719
1851,5,2,Jamnagar,8772410
1205,5,1,Ahmedabad,8096483
3846,5,1,Vadodara,18074030
3635,2,4,Rajkot,15135325
1125,5,3,Gandhinagar,8221709
1993,2,1,Jamnagar,10113087
874,2,3,Vadodara,7003142
1810,1,2,Rajkot,9499252
2292,3,4,Gandhinagar,11377092
3558,2,3,Rajkot,15541839
4418,4,4,Jamnagar,19620853
3887,3,4,Rajkot,18876831
3402,5,1,Jamnagar,17146091
1294,5,2,Anand,8338907
3679,2,4,Bhavnagar,13140154
1972,4,2,Rajkot,10493268
3157,4,1,Vadodara,14337009
778,1,4,Nadiad,5661666
4172,5,2,Anand,16770176
3460,4,2,Jamnagar,12896266
1613,3,1,Surat,8967046
1602,4,2,Vadodara,9471746
4649,2,3,Anand,19922697
3879,2,3,Gandhinagar,17503187
2151,4,2,Rajkot,10932516
3569,3,4,Jamnagar,14125458
1610,1,1,Anand,9870603
2634,3,4,Junagadh,11572162
3039,2,1,Vadodara,15513091
903,3,3,Rajkot,5794581
2430,3,3,Bhavnagar,11083280
3593,3,3,Gandhinagar,17443879
1273,4,4,Rajkot,7294667
1341,1,1,Junagadh,7933586
4022,4,4,Jamnagar,16083100
3634,3,3,Surat,15441880
2184,2,2,Bhavnagar,11554449
3730,1,3,Gandhinagar,18297296
2447,5,3,Surat,14395342
4020,1,4,Nadiad,16481388
2089,1,1,Nadiad,11412465
603,1,2,Anand,5813137
2848,2,3,Ahmedabad,14433817
980,4,3,Rajkot,6259708
2185,4,2,Junagadh,11505604
3627,5,4,Bhavnagar,13406165
2517,3,1,Anand,11079345
1018,5,3,Ahmedabad,7698405
2107,1,3,Anand,9474697
1510,5,1,Gandhinagar,10029928
1005,3,3,Ahmedabad,7662721
803,3,2,Ahmedabad,7479418
2346,4,4,Gandhinagar,14508775
2428,4,3,Vadodara,13094986
3277,3,3,Rajkot,12978083
1044,4,3,Rajkot,7202065
561,4,4,Surat,5985753
670,1,4,Vadodara,5976116
3659,4,3,Nadiad,16636325
1726,4,1,Gandhinagar,10458572
3429,1,2,Surat,14865271
3620,2,1,Surat,14797537
751,5,1,Nadiad,5522669
3458,2,2,Ahmedabad,16680482
4303,4,1,Anand,15740339
4424,2,1,Rajkot,16526007
3097,3,2,Ahmedabad,13512359
1291,2,2,Anand,8763376
1779,2,3,Ahmedabad,11632963
4523,1,1,Nadiad,16340563
2185,1,2,Rajkot,11473555
2280,4,3,Bhavnagar,11358383
687,1,3,Vadodara,6283965
1372,2,3,Vadodara,9386142
3627,3,1,Surat,19311880
848,2,3,Gandhinagar,7734714
614,3,1,Surat,6523360
4138,2,1,Gandhinagar,19621354
1068,3,3,Gandhinagar,8523718
1716,3,3,Junagadh,9125991
692,4,2,Nadiad,5658547
4052,1,4,Bhavnagar,19508151
2208,5,1,Nadiad,12305756
4474,3,4,Vadodara,16492506
3005,1,4,Vadodara,12730871
2608,4,1,Jamnagar,12893368
2306,3,1,Gandhinagar,13832661
1255,5,1,Gandhinagar,10065747
2018,1,1,Surat,11699279
1162,5,1,Junagadh,5950972
2435,4,2,Rajkot,11121831
3595,5,4,Anand,15271923
4569,3,4,Bhavnagar,20101244
4323,5,3,Ahmedabad,22409541
3684,3,2,Bhavnagar,18002608
3046,4,2,Vadodara,15358224
1919,4,1,Nadiad,9123739
3062,2,2,Ahmedabad,14753941
3549,1,2,Vadodara,14308630
3472,1,4,Anand,15381170
2938,4,3,Junagadh,12028039
1081,1,1,Ahmedabad,8428758
851,2,2,Rajkot,5726618
4549,4,2,Junagadh,19530721
528,1,4,Jamnagar,4801845
2011,1,2,Jamnagar,9925909
4811,2,2,Rajkot,21070745
1990,1,1,Bhavnagar,9732837
4383,1,4,Jamnagar,16089234
2523,5,3,Ahmedabad,12033564
3748,1,1,Jamnagar,14027778
2621,4,3,Surat,14123807
4551,4,4,Bhavnagar,18032465
